Index,Restaurant Name,City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
7303,Shivas Cafe,New Delhi,Cafe,350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,14
7304,Dakshin - Sheraton New Delhi Hotel,New Delhi,South Indian,4000,Indian Rupees(Rs.),Yes,No,No,No,4,4,Green,Very Good,315
7305,Delhi Pavilion - Sheraton New Delhi Hotel,New Delhi,"North Indian, Continental, Asian",3000,Indian Rupees(Rs.),Yes,No,No,No,4,4,Green,Very Good,160
7306,Pan Asian - Sheraton New Delhi Hotel,New Delhi,"Chinese, Thai, Japanese",3000,Indian Rupees(Rs.),Yes,No,No,No,4,4.2,Green,Very Good,327
7307,Domino's Pizza,New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,58
7308,Kitchen of Awadh,New Delhi,North Indian,800,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,64
7309,McDonald's,New Delhi,"Fast Food, Burger",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,73
7310,ODT,New Delhi,"Continental, North Indian, Italian",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.3,Orange,Average,12
7311,Rainbows,New Delhi,"Bakery, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,24
7312,Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,167
7313,Bombay Bhelpuri,New Delhi,"Street Food, Beverages",150,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,357
7314,The Owl's Kitchen,New Delhi,"North Indian, Italian, Fast Food",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,174
7315,7 Colours Xpress Kitchen,New Delhi,"Chinese, North Indian",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7316,Royal Cakes,New Delhi,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7317,Street Cafe,New Delhi,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7318,Street Cafe,New Delhi,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7319,Dare To Deliver,New Delhi,"Chinese, Fast Food, North Indian",600,Indian Rupees(Rs.),No,No,No,No,2,2.3,Red,Poor,59
7320,Aggarwal Sweet and Restaurant,New Delhi,"North Indian, Mithai",400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,18
7321,Burger Lust,New Delhi,Fast Food,100,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,13
7322,Cafe Coffee Day,New Delhi,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,31
7323,Cakes & Bakes,New Delhi,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,11
7324,Chic Fillet,New Delhi,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
7325,Chinese Express,New Delhi,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,11
7326,Costa Coffee,New Delhi,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,6
7327,Domino's Pizza,New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,63
7328,Gupta Fast Food,New Delhi,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,29
7329,Hangchuaa's Chinese Food Corner,New Delhi,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,20
7330,Kathi's,New Delhi,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
7331,Kitchen & Chicken,New Delhi,Chinese,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,50
7332,Meal A Deal,New Delhi,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,13
7333,Mohit Restaurant,New Delhi,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,17
7334,Princess Garden,New Delhi,"Chinese, North Indian",1200,Indian Rupees(Rs.),Yes,No,No,No,3,2.7,Orange,Average,31
7335,Republic of Chicken,New Delhi,"Raw Meats, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,13
7336,Sai Juice Point,New Delhi,Beverages,150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,6
7337,The Pirates Of China Town,New Delhi,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,14
7338,Voda Bar,New Delhi,"Chinese, North Indian",2200,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average,28
7339,All Things Yummy,New Delhi,"Bakery, Desserts",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,68
7340,Cake Palace,New Delhi,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,160
7341,Charan Singh Kulfi & Kala Khatta,New Delhi,Ice Cream,100,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,29
7342,Chinese Hut,New Delhi,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,87
7343,Costa Coffee,New Delhi,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,68
7344,Daitchi,New Delhi,"Chinese, Japanese",1100,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good,273
7345,DomDom Biryani,New Delhi,"Biryani, Mughlai, Bengali, North Indian",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,89
7346,Gupta's Restaurant,New Delhi,North Indian,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,104
7347,Mama's,New Delhi,"North Indian, Chinese, Mughlai",900,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,40
7348,McDonald's,New Delhi,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,167
7349,Moti Mahal Delux- Legendary Culinary,New Delhi,"North Indian, Mughlai, Chinese",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,177
7350,Qureshi's Kabab Corner,New Delhi,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,215
7351,TukTuk,New Delhi,"Asian, Chinese, Thai, Malaysian, Indonesian, Burmese",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,24
7352,Anand Sweets,New Delhi,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7353,Cafe Corner,New Delhi,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7354,Chocolics,New Delhi,"Bakery, Desserts",600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
7355,ChocoLite,New Delhi,"Bakery, Desserts, Healthy Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7356,F Marquee,New Delhi,"North Indian, Chinese, Continental",2000,Indian Rupees(Rs.),Yes,No,No,No,4,0,White,Not rated,3
7357,Republic of Chicken,New Delhi,"Raw Meats, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7358,Special Chicken Biryani,New Delhi,"Biryani, Mughlai",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7359,Circus,New Delhi,"North Indian, Chinese, Italian",1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,4,Green,Very Good,489
7360,The Society Cafe,New Delhi,"Cafe, Italian",800,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good,149
7361,Club London,New Delhi,"North Indian, Chinese, Finger Food",2500,Indian Rupees(Rs.),Yes,No,No,No,4,3.3,Orange,Average,179
7362,3 Pegs Down,New Delhi,"Continental, Italian, North Indian",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,217
7363,Chicago Pizza,New Delhi,Pizza,600,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,27
7364,Maakhansingh,New Delhi,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,18
7365,Mad Over Donuts,New Delhi,Desserts,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,72
7366,Starbucks,New Delhi,Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,147
7367,World of Wok,New Delhi,Chinese,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,22
7368,Alvi's Food Spot,New Delhi,"North Indian, Mughlai",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,17
7369,Cafe Coffee Day,New Delhi,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,29
7370,Code,New Delhi,"North Indian, Mughlai, Chinese",850,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.5,Orange,Average,117
7371,Haowin,New Delhi,"Chinese, Continental, Thai",1100,Indian Rupees(Rs.),Yes,No,No,No,3,3.2,Orange,Average,88
7372,Mirror,New Delhi,"North Indian, Chinese, Continental",1250,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,131
7373,Pizza Hut Delivery,New Delhi,"Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,87
7374,Platinum Lounge,New Delhi,"North Indian, Chinese, Continental",1400,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,91
7375,Aap Ki Rasoi Ghar,New Delhi,"North Indian, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
7376,Aggarwal Sweet & Pastry,New Delhi,"Mithai, Chinese",100,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,5
7377,Craving,New Delhi,"Chinese, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,10
7378,Dakshin South Indian Hut,New Delhi,South Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
7379,Food & Travel Cafe,New Delhi,"Fast Food, Italian",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,10
7380,Jolly Tandoori Zaika,New Delhi,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,11
7381,Lababdar Rasoi,New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,16
7382,Madan Da Dhaba,New Delhi,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,5
7383,Nishtha,New Delhi,"Street Food, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,21
7384,P2 Tandoori Momos Station,New Delhi,"Chinese, North Indian",200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10
7385,Punjabi's Veg Grill,New Delhi,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,7
7386,Sethi's The Cake Shop,New Delhi,"Bakery, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,16
7387,Soya Grill,New Delhi,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
7388,Sunny Kebab Wala,New Delhi,"North Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,15
7389,Vaishno Bhojnalaya,New Delhi,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10
7390,Valentine Coffee Bar,New Delhi,"Beverages, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,8
7391,Zayka Delhi-6,New Delhi,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,11
7392,13 Cafe,New Delhi,Cafe,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
7393,Aggarwal Sweet Corner,New Delhi,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7394,Babu Meat Wala,New Delhi,"Raw Meats, North Indian",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7395,Batra Chinese Food & Chaap,New Delhi,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7396,Celebration Family Restaurant,New Delhi,"North Indian, Chinese",800,Indian Rupees(Rs.),Yes,No,No,No,2,0,White,Not rated,0
7397,Ching Chinese,New Delhi,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7398,Choices An Absolute BBQ,New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7399,Delhi-27,New Delhi,"Chinese, South Indian",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7400,Desi Kukkad,New Delhi,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7401,Freezy,New Delhi,Ice Cream,50,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7402,Gourmet Bistro,New Delhi,"Cafe, Fast Food, Bakery",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
7403,Jiya Amritsari Naan,New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7404,Kedgy Bite,New Delhi,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7405,Khera's Foodie Corner,New Delhi,"Chinese, North Indian",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7406,Lajwab Pastry Palace,New Delhi,Bakery,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7407,Madan Sweets & Bakers,New Delhi,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7408,Momo's King,New Delhi,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7409,New Pishori Chicken Kabab,New Delhi,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7410,New Sindhi Chicken Corner,New Delhi,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
7411,Radha Swami Chaat Bhandar,New Delhi,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7412,Rajender Di Punjabi Rasoi,New Delhi,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7413,Ram Ji Snacks & Food Corner,New Delhi,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7414,Ram Ram Ji Kachori Bhandar,New Delhi,Street Food,50,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7415,Rana's Food Corner,New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7416,Sanjay Chicken Shop,New Delhi,"Raw Meats, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7417,Sharma Ji Spring Roll,New Delhi,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7418,Shree Raja Ram,New Delhi,Fast Food,50,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7419,South Indian Hut,New Delhi,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7420,Special Moradabadi Chicken Corner,New Delhi,Biryani,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7421,Standard Pastry Shop,New Delhi,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,2
7422,Sushil Punjabi Vaishno Dhaba,New Delhi,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7423,Variety of Shawarmas,New Delhi,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7424,Vrindavan Sweets,New Delhi,"South Indian, Street Food, Mithai",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7425,Flirty Momo's,New Delhi,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,2.4,Red,Poor,26
7426,Nathu's Sweets,New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,173
7427,Basil & Thyme,New Delhi,"Continental, European",2200,Indian Rupees(Rs.),Yes,No,No,No,4,3.6,Yellow,Good,127
7428,Kamal's,New Delhi,North Indian,550,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,286
7429,Orange Peel by Rasleen Kochhar,New Delhi,"Bakery, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,44
7430,ATM Bistro,New Delhi,European,1000,Indian Rupees(Rs.),Yes,No,No,No,3,0,White,Not rated,3
7431,Masala House,New Delhi,North Indian,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4,Green,Very Good,169
7432,Number 8,New Delhi,"Continental, North Indian, European, Asian",2200,Indian Rupees(Rs.),No,No,No,No,4,4,Green,Very Good,165
7433,Keventers,New Delhi,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,6
7434,4700BC Popcorn,New Delhi,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,24
7435,Chennai X-Press,New Delhi,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6
7436,Chinese Sigdi,New Delhi,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,5
7437,Da Pizza Pind,New Delhi,"Pizza, Italian",250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,36
7438,Faasos,New Delhi,"North Indian, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,4
7439,Frontier,New Delhi,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5
7440,Gyan Di Hatti,New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5
7441,Hot Stuff,New Delhi,"Chinese, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,14
7442,KK Da Dhaba,New Delhi,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,55
7443,Last Bencher's,New Delhi,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
7444,Raj Bakers And Confectioners,New Delhi,"Fast Food, Bakery",100,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
7445,Taste Drive,New Delhi,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,21
7446,The Kafilla,New Delhi,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,5
7447,Tibb's Frankie,New Delhi,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,8
7448,4 Barrels Cafí© & Lounge,New Delhi,"North Indian, Continental, Lebanese",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,24
7449,Baadshah,New Delhi,"North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,26
7450,Behrouz Biryani,New Delhi,Biryani,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,54
7451,Galina Restaurant,New Delhi,North Indian,700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,38
7452,Masala Factory,New Delhi,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,18
7453,Ovenstory Pizza,New Delhi,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,12
7454,Ajeet Fast Food Corner,New Delhi,Fast Food,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7455,Al Changezi,New Delhi,Mughlai,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7456,Dolce Gelato,New Delhi,Ice Cream,120,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7457,Dragon Way,New Delhi,"Chinese, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7458,Foodaholic,New Delhi,"Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7459,Indian Chinese Fast Food,New Delhi,Chinese,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
7460,Jagadeesh Kharodewala,New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7461,Punjabi Shahi Chicken Soup,New Delhi,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7462,Ramu Ka Dhaba,New Delhi,Mughlai,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7463,Sardar Ji Chicken Corner,New Delhi,"Mughlai, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
7464,Satguru Tiffin Service,New Delhi,North Indian,200,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,1
7465,Seth Baker's,New Delhi,"Bakery, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7466,Sri Durga Dosa Corner,New Delhi,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
7467,V S Cafe,New Delhi,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7468,Vijay South Indian Food,New Delhi,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
7469,Punjab Grill,New Delhi,North Indian,1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.3,Green,Very Good,1252
7470,Insomnia - Taj Vivanta,New Delhi,"Italian, Continental, Finger Food",3000,Indian Rupees(Rs.),Yes,No,No,No,4,3.3,Orange,Average,50
7471,Larry's China - Taj Vivanta,New Delhi,Chinese,3200,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good,147
7472,Yellow Brick Road - Taj Vivanta,New Delhi,"Continental, North Indian, South Indian, Italian",2500,Indian Rupees(Rs.),No,No,No,No,4,3.9,Yellow,Good,821
7473,English Tadka,New Delhi,"North Indian, European",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.3,Orange,Average,152
7474,Burger King,New Delhi,"Burger, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,186
7475,Pizza Hut,New Delhi,"Italian, Pizza, Fast Food",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.6,Yellow,Good,141
7476,Cake Shop - The Ashok,New Delhi,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,26
7477,Samavar - The Ashok,New Delhi,"Continental, North Indian, Chinese",2200,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average,48
7478,Tea Lounge - The Ashok,New Delhi,Cafe,1600,Indian Rupees(Rs.),No,No,No,No,3,3.2,Orange,Average,18
7479,Frontier - The Ashok,New Delhi,"North Indian, Mughlai",3600,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good,101
7480,The Oudh - The Ashok,New Delhi,North Indian,3700,Indian Rupees(Rs.),Yes,No,No,No,4,3.6,Yellow,Good,100
7481,Zerruco - The Ashok,New Delhi,"Mediterranean, Italian",2500,Indian Rupees(Rs.),Yes,No,No,No,4,4.4,Green,Very Good,609
7482,The Claridges Garden -The Claridges,New Delhi,"Cafe, American, Tea",2000,Indian Rupees(Rs.),No,No,No,No,4,3.1,Orange,Average,5
7483,Aura - The Claridges,New Delhi,Continental,4100,Indian Rupees(Rs.),No,No,No,No,4,3.5,Yellow,Good,42
7484,Dhaba - The Claridges,New Delhi,North Indian,4300,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,548
7485,Jade - The Claridges,New Delhi,Chinese,5000,Indian Rupees(Rs.),Yes,No,No,No,4,3.8,Yellow,Good,134
7486,Pickwicks - The Claridges,New Delhi,"European, Continental",3600,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good,139
7487,Ye Old Bakery - The Claridges,New Delhi,"Bakery, Desserts",1000,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good,65
7488,Sevilla - The Claridges,New Delhi,"Spanish, Italian",4500,Indian Rupees(Rs.),Yes,No,No,No,4,4.3,Green,Very Good,800
7489,GBar - The Grand New Delhi,New Delhi,"American, Finger Food",2650,Indian Rupees(Rs.),Yes,No,No,No,4,3.3,Orange,Average,145
7490,Cascades - The Grand New Delhi,New Delhi,"North Indian, Continental, Asian",3200,Indian Rupees(Rs.),Yes,No,No,No,4,3.6,Yellow,Good,97
7491,1911 Bar - The Imperial,New Delhi,"Finger Food, European",2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average,10
7492,Nostalgia at 1911 Brasserie - The Imperial,New Delhi,"European, Continental",6000,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average,12
7493,Patiala Peg - The Imperial,New Delhi,Finger Food,3000,Indian Rupees(Rs.),Yes,No,No,No,4,3.3,Orange,Average,25
7494,1911 - The Imperial,New Delhi,"North Indian, Chinese, South Indian, Italian",6000,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,272
7495,Daniell's Tavern - The Imperial,New Delhi,North Indian,4000,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good,59
7496,La Baguette - The Imperial,New Delhi,"Desserts, Bakery",900,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,45
7497,San Gimignano - The Imperial,New Delhi,Italian,5000,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good,104
7498,The Atrium - The Imperial,New Delhi,"European, Desserts",2500,Indian Rupees(Rs.),Yes,No,No,No,4,3.6,Yellow,Good,57
7499,The Spice Route - The Imperial,New Delhi,"Malaysian, Thai, Kerala, Vietnamese, Sri Lankan",6000,Indian Rupees(Rs.),Yes,No,No,No,4,4,Green,Very Good,259
7500,Bao Cha,New Delhi,"Chinese, Thai, Asian",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Orange,Average,90
7501,Nazeer Delicacies,New Delhi,"North Indian, Mughlai",900,Indian Rupees(Rs.),Yes,No,No,No,2,3.3,Orange,Average,21
